,RoofStyle,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,FullBath,Heating,Fireplaces,GarageArea,PoolArea,SaleCondition,Street,Neighborhood,SalePrice
880,Gable,1Story,5,2005,2006,1,GasA,0,450,0,Normal,Pave,Edwards,157000
881,Gable,1.5Fin,5,1990,1991,2,GasA,1,400,0,Normal,Pave,Timber,187500
882,Gable,2Story,5,1992,1993,2,GasA,1,389,0,Normal,Pave,Gilbert,178000
883,Gable,2.5Fin,5,1912,1950,1,GasA,0,440,0,Normal,Pave,SWISU,118500
884,Gable,1Story,5,1967,1967,1,GasA,0,288,0,Normal,Pave,NAmes,100000
885,Gable,1Story,5,1999,2000,2,GasA,1,506,0,Abnorml,Pave,Somerst,328900
886,Gable,1Story,5,1959,2005,2,GasA,0,588,0,Family,Pave,NAmes,145000
887,Gable,1.5Fin,7,1955,1955,1,GasA,0,300,0,Normal,Pave,Edwards,135500
888,Flat,1Story,6,1970,1970,2,GasA,1,621,0,Normal,Pave,NAmes,268000
889,Hip,1Story,4,1953,1953,1,GasA,1,505,0,Normal,Pave,NAmes,149500
890,Gable,1.5Fin,7,1949,2006,1,GasA,1,576,0,Normal,Pave,NAmes,122900
891,Hip,2Story,5,1978,1978,2,GasA,1,440,0,Normal,Pave,Sawyer,172500
892,Hip,1Story,8,1963,2003,1,GasA,0,264,0,Normal,Pave,Sawyer,154500
893,Gable,1Story,5,1954,1954,1,GasA,1,354,0,Normal,Pave,Sawyer,165000
894,Gable,1Story,5,1979,1979,2,GasA,0,400,0,Alloca,Pave,SawyerW,118858
895,Hip,2Story,5,1963,1963,1,GasA,1,483,0,Normal,Pave,NAmes,140000
896,Gable,1Story,6,1936,1950,1,GasA,0,327,0,Abnorml,Pave,IDOTRR,106500
897,Gable,2Story,5,1979,1979,2,GasA,0,528,0,Alloca,Pave,SawyerW,142953
898,Hip,1Story,5,2009,2010,2,GasA,2,820,0,Partial,Pave,NridgHt,611657
899,Gable,1Story,7,1961,1994,1,GasA,1,288,0,Normal,Pave,Sawyer,135000
900,Gable,1Story,6,1971,1971,1,GasA,0,684,0,Normal,Pave,NAmes,110000
901,Hip,1Story,7,1957,2000,1,GasA,0,756,0,Normal,Pave,NAmes,153000
902,Gable,2Story,5,2003,2003,2,GasA,1,393,0,Normal,Pave,Gilbert,180000
903,Hip,1Story,5,2006,2006,2,GasA,1,690,0,Partial,Pave,Gilbert,240000
904,Gable,1Story,6,1967,1967,1,GasA,0,288,0,Normal,Pave,Sawyer,125500
905,Gable,1Story,5,1954,1954,1,GasA,0,280,0,Normal,Pave,NAmes,128000
906,Gable,1Story,5,2006,2006,2,GasA,1,865,0,Normal,Pave,Somerst,255000
907,Gable,1.5Fin,7,1936,1987,1,GasA,1,180,0,Normal,Pave,Crawfor,250000
908,Gable,1Story,5,1983,1983,1,GasA,0,484,0,Normal,Pave,Mitchel,131000
909,Gable,2Story,5,2005,2005,2,GasA,1,390,0,Normal,Pave,Gilbert,174000
910,Gable,2Story,5,1960,1960,2,GasA,0,480,0,Normal,Pave,NAmes,154300
911,Gable,1Story,7,1977,1989,1,GasA,0,252,0,Normal,Pave,CollgCr,143500
912,Gable,1Story,7,1925,1950,1,GasA,0,450,0,Abnorml,Pave,BrkSide,88000
913,Gable,2Story,6,1949,1950,2,GasA,0,871,0,Normal,Pave,Crawfor,145000
914,Gable,2Story,5,2009,2009,2,GasA,0,528,0,Partial,Pave,Somerst,173733
915,Gable,2Story,5,1970,1970,1,GasA,0,286,0,Normal,Pave,MeadowV,75000
916,Gable,1Story,3,1949,1950,0,GasA,0,308,0,Abnorml,Pave,IDOTRR,35311
917,Gable,1Story,6,1956,1956,1,GasA,0,284,0,Normal,Pave,Edwards,135000
918,Gable,2Story,5,1991,1991,2,GasA,1,833,0,Normal,Pave,SawyerW,238000
919,Hip,1Story,8,1958,2002,1,GasA,1,601,0,Normal,Pave,NAmes,176500
920,Gable,2Story,5,1994,1994,2,GasA,0,471,0,Normal,Pave,SawyerW,201000
921,Gable,1.5Fin,7,1900,2003,2,GasA,0,0,0,Normal,Pave,Edwards,145900
922,Gable,1Story,5,2005,2006,2,GasA,1,397,0,Partial,Pave,Gilbert,169990
923,Gable,1Story,5,1993,1994,2,GasA,1,533,0,Normal,Pave,SawyerW,193000
924,Gable,1Story,6,1980,1980,2,GasA,1,612,0,Normal,Pave,NWAmes,207500
925,Gable,1Story,6,1977,1977,2,GasA,0,540,0,Abnorml,Pave,NWAmes,175000
926,Hip,2Story,5,2003,2004,2,GasA,1,656,0,Normal,Pave,NridgHt,285000
927,Gable,2Story,5,1968,1968,2,GasA,1,486,0,Normal,Pave,NWAmes,176000
928,Hip,1Story,5,2001,2001,2,GasA,1,522,0,Normal,Pave,CollgCr,236500
929,Gable,2Story,5,1997,1997,2,GasA,1,642,0,Normal,Pave,Gilbert,222000
930,Gable,1Story,5,2007,2007,2,GasA,0,610,0,Normal,Pave,Timber,201000
931,Gable,1Story,6,1965,1965,1,GasA,0,429,0,Normal,Pave,NAmes,117500
932,Hip,1Story,5,2006,2006,2,GasA,1,788,0,Normal,Pave,Somerst,320000
933,Gable,1Story,5,2004,2004,2,GasA,0,570,0,Normal,Pave,CollgCr,190000
934,Flat,1Story,7,1960,2007,2,GasA,1,505,0,Normal,Pave,NAmes,242000
935,Gable,1Story,5,1926,1953,1,GasA,0,528,0,Normal,Pave,BrkSide,79900
936,Gable,1Story,5,2003,2003,2,GasA,0,555,0,Normal,Pave,SawyerW,184900
937,Gable,2Story,5,2005,2005,2,GasA,1,689,0,Normal,Pave,Somerst,253000
938,Gable,2Story,5,2006,2006,2,GasA,0,868,0,Partial,Pave,CollgCr,239799
939,Gable,2Story,7,1940,1950,2,GasA,2,349,0,Normal,Pave,ClearCr,244400
940,Gable,1Story,5,1976,1976,2,GasA,0,574,0,Normal,Pave,Mitchel,150900
941,Gable,2Story,5,1999,1999,2,GasA,1,390,0,Normal,Pave,Gilbert,214000
942,Gable,1Story,3,1977,1977,2,GasA,0,0,0,Abnorml,Pave,Edwards,150000
943,Gable,1Story,4,1967,1967,2,GasA,0,576,0,Normal,Pave,Mitchel,143000
944,Gable,SLvl,6,1958,1958,1,GasA,1,525,0,Abnorml,Pave,Timber,137500
945,Hip,1.5Fin,6,1890,1996,1,GasA,0,456,0,Normal,Pave,OldTown,124900
946,Gable,SLvl,6,1959,1959,1,GasA,1,796,0,Normal,Pave,NAmes,143000
947,Hip,1Story,5,2002,2003,2,GasA,1,808,0,Normal,Pave,Timber,270000
948,Gable,2Story,5,2002,2002,2,GasA,1,474,0,Normal,Pave,CollgCr,192500
949,Hip,1Story,7,1972,2006,1,GasA,1,676,0,Normal,Pave,NWAmes,197500
950,Gable,1Story,8,1950,2002,1,GasA,0,720,0,Normal,Pave,NAmes,129000
951,Gable,1Story,5,1965,1965,1,GasA,0,300,0,Abnorml,Pave,SawyerW,119900
952,Gable,SFoyer,8,1972,2003,1,GasA,0,396,0,Normal,Pave,CollgCr,133900
953,Gable,2Story,4,1969,1969,2,GasA,1,530,0,Normal,Pave,Mitchel,172000
954,Flat,SFoyer,5,1975,1975,2,GasA,0,0,0,AdjLand,Pave,Edwards,127500
955,Gable,2Story,6,1946,1950,2,GasA,0,492,0,Normal,Pave,Crawfor,145000
956,Gable,2Story,6,1980,1980,1,GasA,1,462,0,Normal,Pave,Blueste,124000
957,Hip,1Story,5,1962,1962,1,GasA,0,576,0,Normal,Pave,Sawyer,132000
958,Gable,1Story,5,2003,2003,2,GasA,0,531,0,Normal,Pave,CollgCr,185000
959,Hip,2Story,5,1999,1999,2,GasA,0,484,0,Normal,Pave,Somerst,155000
960,Gable,1Story,7,1958,2008,1,GasA,0,0,0,Normal,Pave,BrkSide,116500
961,Gable,2Story,7,1977,1995,2,GasA,1,619,0,Normal,Pave,NWAmes,272000
962,Gable,2Story,6,1976,1976,2,GasA,1,440,0,Normal,Pave,NPkVill,155000
963,Gable,1Story,5,2007,2007,2,GasA,0,702,0,Normal,Pave,CollgCr,239000
964,Gable,2Story,5,2002,2003,2,GasA,1,510,0,Normal,Pave,Timber,214900
965,Gable,2Story,5,2005,2007,2,GasA,1,393,0,Partial,Pave,Gilbert,178900
966,Gable,1.5Fin,7,1940,1950,1,GasA,2,256,0,Normal,Pave,Crawfor,160000
967,Hip,1Story,7,1955,1955,1,GasA,0,260,0,Normal,Pave,NAmes,135000
968,Gable,1.5Fin,6,1910,1950,1,Grav,0,0,0,Abnorml,Pave,OldTown,37900
969,Hip,SLvl,5,1958,1958,1,GasA,0,264,0,Normal,Pave,NAmes,140000
970,Gable,1.5Fin,4,1949,1950,1,GasA,0,0,0,Abnorml,Pave,NAmes,135000
971,Gable,2Story,5,2003,2004,2,GasA,0,474,0,Normal,Pave,NridgHt,173000
972,Gable,1Story,5,1979,1979,2,GasA,1,264,0,Normal,Pave,SawyerW,99500
973,Gable,1Story,5,2007,2008,2,GasA,0,480,0,Partial,Pave,Somerst,182000
974,Gable,2Story,8,1910,1993,1,GasA,0,532,0,Normal,Pave,BrkSide,167500
975,Gable,2Story,5,2000,2000,2,GasA,0,490,0,Normal,Pave,Somerst,165000
976,Gable,1Story,7,1923,1958,1,GasA,0,0,0,Normal,Pave,BrkSide,85500
977,Gable,1Story,5,2006,2007,1,GasA,0,569,0,Partial,Pave,Somerst,199900
978,Gable,1Story,5,1954,1954,1,GasA,0,400,0,Abnorml,Pave,Edwards,110000
979,Gable,1Story,6,1963,1963,1,GasA,0,480,0,Normal,Pave,Sawyer,139000
980,Gable,SFoyer,9,1961,2007,1,GasA,0,588,0,Normal,Pave,NAmes,178400
981,Hip,2Story,5,1998,1999,2,GasA,1,676,0,Normal,Pave,NoRidge,336000
982,Gable,1Story,5,2007,2007,2,GasA,1,388,0,Normal,Pave,Blmngtn,159895
983,Gable,2Story,5,2002,2002,2,GasA,1,779,0,Normal,Pave,CollgCr,255900
984,Gable,1.5Fin,5,1977,1977,2,GasA,0,539,0,Normal,Pave,Mitchel,126000
985,Gable,1Story,5,1950,1950,1,GasW,0,240,0,Normal,Pave,Edwards,125000
986,Hip,1.5Fin,8,1910,2003,1,GasA,0,255,0,Normal,Pave,OldTown,117000
987,Hip,1Story,5,2009,2010,2,GasA,1,606,0,Partial,Pave,NridgHt,395192
988,Gable,2Story,6,1976,1976,2,GasA,1,551,0,Normal,Pave,NWAmes,195000
989,Gable,2Story,5,2006,2006,2,GasA,0,614,0,Partial,Pave,Somerst,197000
990,Gable,2Story,5,1997,1998,2,GasA,1,870,0,Normal,Pave,NoRidge,348000
991,Gable,2Story,9,1882,1986,1,GasA,1,424,0,Normal,Pave,OldTown,168000
992,Hip,2Story,8,1964,1993,2,GasA,1,440,0,Normal,Pave,NAmes,187000
993,Gable,2Story,5,2005,2006,2,GasA,0,564,0,Partial,Pave,CollgCr,173900
994,Hip,1Story,5,2006,2007,2,GasA,1,786,0,Normal,Pave,NridgHt,337500
995,Gable,1.5Fin,7,1946,1950,1,GasA,0,305,0,Abnorml,Pave,BrkSide,121600
996,Hip,1Story,6,1961,1961,1,GasA,0,368,0,Normal,Pave,NAmes,136500
997,Hip,1Story,6,1970,1970,2,GasA,1,615,0,Normal,Pave,NWAmes,185000
998,Hip,1Story,4,1922,1950,1,GasA,1,210,0,Normal,Pave,IDOTRR,91000
999,Gable,1Story,5,2006,2006,2,GasA,0,632,0,Normal,Pave,CollgCr,206000
1000,Flat,1Story,3,1952,1952,1,GasW,0,528,0,Normal,Pave,Edwards,82000
1001,Gable,1Story,6,1920,1950,1,GasA,0,216,0,Abnorml,Pave,OldTown,86000
1002,Gable,1Story,5,2006,2006,2,GasA,1,824,0,Normal,Pave,Somerst,232000
1003,Gable,1Story,6,1976,1976,2,GasA,0,528,0,Normal,Pave,NWAmes,136905
1004,Gable,1Story,5,2005,2006,2,GasA,1,457,0,Normal,Pave,Blmngtn,181000
1005,Gable,SLvl,8,1977,1977,2,GasA,0,328,0,Normal,Pave,CollgCr,149900
1006,Gable,1Story,3,1970,1970,2,GasA,1,484,0,Normal,Pave,NAmes,163500
1007,Gable,2Story,4,1970,1970,1,GasA,0,286,0,Normal,Pave,MeadowV,88000
1008,Hip,1Story,5,2004,2005,2,GasA,1,550,0,Normal,Pave,Mitchel,240000
1009,Gable,1.5Fin,5,1926,1950,2,GasA,0,0,0,Normal,Pave,SWISU,102000
1010,Gable,1.5Fin,5,1948,1950,2,GasA,1,312,0,Normal,Pave,Sawyer,135000
1011,Hip,1Story,5,1965,1965,2,GasA,0,0,0,Normal,Pave,Edwards,100000
1012,Hip,2Story,7,1923,1996,1,GasA,2,180,0,Normal,Pave,Crawfor,165000
1013,Hip,1Story,4,1910,2006,1,GasW,0,280,0,Normal,Pave,OldTown,85000
1014,Gable,1Story,5,1948,1950,1,GasA,1,240,0,Normal,Pave,NAmes,119200
1015,Gable,2Story,6,2001,2001,2,GasA,0,528,0,Normal,Pave,NWAmes,227000
1016,Hip,1Story,5,1996,1996,2,GasA,1,478,0,Normal,Pave,CollgCr,203000
1017,Gable,1Story,5,1984,1984,1,GasA,1,565,0,Abnorml,Pave,StoneBr,187500
1018,Gable,SLvl,5,1991,1992,2,GasA,1,402,0,Normal,Pave,Gilbert,160000
1019,Gable,1Story,5,2005,2005,2,GasA,1,440,0,Normal,Pave,Blmngtn,213490
1020,Gable,1Story,5,2005,2005,1,GasA,0,451,0,Normal,Pave,Edwards,176000
1021,Gable,1Story,5,2006,2006,2,GasA,0,632,0,Partial,Pave,CollgCr,194000
1022,Gable,1.5Fin,5,1930,1950,1,GasA,0,160,0,Normal,Pave,OldTown,87000
1023,Gable,1Story,5,2005,2006,2,GasA,1,437,0,Normal,Pave,Blmngtn,191000
1024,Hip,1Story,6,1976,1976,2,GasA,1,665,0,Abnorml,Pave,Timber,287000
1025,Gable,1Story,5,1972,1972,1,GasA,0,461,0,Normal,Pave,CollgCr,112500
1026,Gable,1Story,5,1960,1960,1,GasA,2,461,0,Normal,Pave,NAmes,167500
1027,Gable,1Story,5,2007,2008,2,GasA,1,800,0,Partial,Pave,Timber,293077
1028,Gable,1.5Fin,5,1941,1950,1,GasA,1,240,0,Normal,Pave,NAmes,105000
1029,Gable,2Story,7,1972,1972,1,GasA,0,264,0,Normal,Pave,BrDale,118000
1030,Gable,2Story,8,1916,1995,2,GasA,0,0,0,Normal,Pave,SWISU,160000
1031,Gable,2.5Fin,3,1920,1970,2,GasA,2,672,0,Normal,Pave,SWISU,197000
1032,Gable,2Story,7,1993,1993,2,GasA,1,796,0,Abnorml,Pave,NoRidge,310000
1033,Gable,1Story,5,2002,2002,2,GasA,0,900,0,Normal,Pave,CollgCr,230000
1034,Gable,1Story,7,1938,1950,1,GasA,1,240,0,Normal,Pave,Crawfor,119750
1035,Gable,1Story,3,1957,1957,1,GasA,0,290,0,Normal,Pave,Edwards,84000
1036,Hip,1Story,5,2007,2008,2,GasA,1,912,0,Normal,Pave,Timber,315500
1037,Gable,2Story,5,2001,2002,2,GasA,1,905,0,Normal,Pave,CollgCr,287000
1038,Gable,2Story,6,1970,2008,1,GasA,1,0,0,Normal,Pave,MeadowV,97000
1039,Gable,SFoyer,4,1970,1970,1,GasA,0,286,0,Normal,Pave,MeadowV,80000
1040,Gable,1Story,4,1957,2000,2,GasA,1,484,0,Normal,Pave,Sawyer,155000
1041,Hip,2Story,8,1966,2000,1,GasA,0,484,0,Normal,Pave,NWAmes,173000
1042,Gable,1Story,5,2005,2005,2,GasA,1,624,0,Normal,Pave,NridgHt,196000
1043,Hip,2Story,5,1990,1990,2,GasA,1,514,0,Normal,Pave,SawyerW,262280
1044,Hip,1Story,5,1981,1981,2,GasA,1,542,0,Normal,Pave,NWAmes,278000
1045,Hip,1Story,5,1955,1955,2,GasA,1,452,0,Normal,Pave,Edwards,139600
1046,Hip,2Story,5,2005,2006,3,GasA,1,716,0,Partial,Pave,StoneBr,556581
1047,Gable,1Story,5,1994,1995,1,GasA,0,672,0,Normal,Pave,CollgCr,145000
1048,Hip,1Story,4,1960,2006,1,GasA,1,336,0,Normal,Pave,Mitchel,115000
1049,Gable,1Story,7,1946,2006,1,GasA,0,308,0,Abnorml,Pave,Edwards,84900
1050,Gable,1Story,5,2007,2007,2,GasA,0,436,0,Partial,Pave,Gilbert,176485
1051,Gable,1Story,5,2007,2007,2,GasA,1,440,0,Partial,Pave,CollgCr,200141
1052,Gable,2Story,6,1964,1978,1,GasA,1,540,0,Normal,Pave,NAmes,165000
1053,Hip,1Story,6,1957,2002,1,GasA,1,364,0,Normal,Pave,Edwards,144500
1054,Gable,2Story,5,2002,2002,2,GasA,1,586,0,Normal,Pave,CollgCr,255000
1055,Gable,1Story,5,1976,1976,2,GasA,1,478,0,Abnorml,Pave,NWAmes,180000
1056,Gable,1Story,5,2005,2005,2,GasA,1,484,0,Normal,Pave,NridgHt,185850
1057,Gable,2Story,6,1994,1994,2,GasA,1,467,0,Normal,Pave,NoRidge,248000
1058,Gable,2Story,5,2008,2008,2,GasA,1,836,0,Normal,Pave,NridgHt,335000
1059,Gable,1.5Fin,7,1932,1950,1,GasA,1,432,0,Normal,Pave,Crawfor,220000
1060,Gable,1Story,5,2001,2001,2,GasA,0,582,0,Normal,Pave,StoneBr,213500
1061,Gable,1Story,4,1935,1950,1,GasA,0,1248,0,Normal,Grvl,IDOTRR,81000
1062,Gable,2Story,5,1900,1950,2,GasA,0,560,0,Normal,Pave,OldTown,90000
1063,Gable,1Story,6,1925,1980,1,GasA,1,440,0,Normal,Pave,OldTown,110500
1064,Gable,1Story,6,1966,1966,1,GasA,1,480,0,Normal,Pave,NAmes,154000
1065,Gable,2Story,5,1996,1997,2,GasA,0,533,0,Normal,Pave,ClearCr,328000
1066,Gable,2Story,7,1993,1994,2,GasA,1,380,0,Normal,Pave,Gilbert,178000
1067,Gable,2Story,6,1964,1964,1,GasA,0,442,0,Normal,Pave,NAmes,167900
1068,Gable,2Story,4,1973,1973,2,GasA,1,576,0,Normal,Pave,MeadowV,151400
1069,Gable,1.5Unf,7,1949,2003,1,GasA,0,576,0,Normal,Pave,NAmes,135000
1070,Hip,1Story,5,1956,1956,1,GasA,0,286,0,Normal,Pave,NAmes,135000
1071,Gable,2Story,6,1968,1968,1,GasA,0,441,0,Normal,Pave,NWAmes,154000
1072,Gable,1.5Fin,3,1948,1950,1,GasA,1,280,0,Normal,Pave,Edwards,91500
1073,Hip,2Story,6,1977,1977,1,GasA,0,440,0,Normal,Pave,Edwards,159500
1074,Gable,1Story,5,2006,2006,2,GasA,0,826,0,Normal,Pave,CollgCr,194000
1075,Gable,2Story,6,1940,1984,1,GasA,2,240,0,Normal,Pave,Crawfor,219500
1076,Gable,1.5Fin,8,1936,1989,2,GasA,1,566,0,Normal,Pave,OldTown,170000
1077,Gable,1Story,5,1969,1969,1,GasA,0,299,0,Abnorml,Pave,NAmes,138800
1078,Gable,1Story,5,2004,2004,1,GasA,1,420,0,Normal,Pave,CollgCr,155900
1079,Gable,1Story,5,1994,1994,1,GasA,0,299,0,Normal,Pave,CollgCr,126000
1080,Gable,1Story,7,1971,2004,2,GasA,0,528,0,Abnorml,Pave,NWAmes,145000
1081,Gable,1Story,5,1963,1963,1,GasA,0,308,0,Normal,Pave,Sawyer,133000
1082,Gable,1Story,5,2002,2002,2,GasA,1,527,0,Normal,Pave,CollgCr,192000
1083,Hip,1Story,6,1964,1964,1,GasA,2,461,0,Normal,Pave,NAmes,160000
1084,Gable,2Story,5,1995,1996,2,GasA,1,409,0,Normal,Pave,Gilbert,187500
1085,Gable,SFoyer,6,1992,1992,1,GasA,0,564,0,Normal,Pave,SawyerW,147000
1086,Gable,2Story,5,1973,1973,1,GasA,0,286,0,Normal,Pave,MeadowV,83500
1087,Gable,2Story,5,2005,2006,2,GasA,1,1043,0,Normal,Pave,Somerst,252000
1088,Gable,2Story,5,2004,2004,2,GasA,0,380,0,Normal,Pave,Edwards,137500
1089,Gable,1Story,5,2005,2005,1,GasA,1,550,0,Normal,Pave,Somerst,197000
1090,Gable,1Story,4,1950,1950,2,Wall,0,400,0,Normal,Pave,NAmes,92900
1091,Gable,2Story,5,1999,2000,2,GasA,0,462,0,Normal,Pave,Somerst,160000
1092,Gable,1.5Fin,5,1925,1950,2,GasA,1,576,0,Normal,Pave,SWISU,136500
1093,Hip,1Story,8,1965,1998,1,GasA,0,884,0,Normal,Pave,NAmes,146000
1094,Gable,1Story,7,1956,2000,1,GasA,0,308,0,Normal,Pave,NAmes,129000
1095,Gable,1Story,5,2006,2006,2,GasA,1,440,0,Normal,Pave,CollgCr,176432
1096,Gable,2Story,7,1914,2006,1,GasA,0,0,0,Normal,Pave,IDOTRR,127000
1097,Gable,1Story,5,1986,1986,1,GasA,0,461,0,Normal,Pave,StoneBr,170000
1098,Gable,1.5Fin,6,1936,1950,1,GasA,0,240,0,Normal,Pave,BrkSide,128000
1099,Gable,1Story,5,1978,1978,2,GasA,1,478,0,Abnorml,Pave,NWAmes,157000
1100,Gable,1Story,5,1920,1950,1,GasA,0,246,0,Normal,Pave,SWISU,60000
1101,Gable,1Story,5,1971,1971,1,GasA,0,280,0,Normal,Pave,NAmes,119500
1102,Gable,1Story,7,1960,2002,1,GasA,0,254,0,Family,Pave,NAmes,135000
1103,Hip,1Story,6,1959,1959,1,GasA,1,539,0,Normal,Pave,NAmes,159500
1104,Gable,2Story,5,1970,1970,2,GasA,0,440,0,Normal,Pave,BrDale,106000
1105,Gable,2Story,5,1994,1995,2,GasA,2,712,0,Normal,Pave,NoRidge,325000
1106,Hip,1Story,5,1990,1991,2,GasA,1,719,0,Normal,Pave,SawyerW,179900
1107,Gable,2Story,5,2006,2006,2,GasA,1,422,0,Partial,Pave,Gilbert,274725
1108,Gable,2Story,5,2000,2000,2,GasA,1,463,0,Abnorml,Pave,Gilbert,181000
1109,Gable,1Story,5,2004,2005,2,GasA,1,862,0,Normal,Pave,NridgHt,280000
1110,Gable,2Story,5,1995,1996,2,GasA,1,431,0,Normal,Pave,Gilbert,188000
1111,Hip,2Story,6,1976,1976,2,GasA,1,483,0,Normal,Pave,NWAmes,205000
1112,Gable,1Story,7,1957,1957,1,GasA,0,308,0,Normal,Pave,NAmes,129900
1113,Gable,1Story,7,1953,2006,1,GasA,0,240,0,Normal,Pave,NAmes,134500
1114,Gable,1Story,7,1954,2000,1,GasA,0,326,0,Normal,Pave,OldTown,117000
1115,Hip,1Story,5,2007,2007,2,GasA,1,928,0,Partial,Pave,NridgHt,318000
1116,Hip,SLvl,5,2002,2002,2,GasA,1,527,0,Normal,Pave,Gilbert,184100
1117,Gable,1Story,7,1967,2003,1,GasA,0,450,0,Normal,Pave,Sawyer,130000
1118,Gable,SLvl,6,1958,1987,1,GasA,0,300,0,Normal,Pave,Sawyer,140000
1119,Gable,1Story,5,1959,1959,1,GasA,0,286,0,Normal,Pave,NAmes,133700
1120,Gable,1Story,5,1920,1950,1,GasA,1,308,0,Normal,Pave,IDOTRR,118400
1121,Gable,1Story,5,2005,2006,2,GasA,0,782,0,Partial,Pave,CollgCr,212900
1122,Gable,1Story,3,1956,1956,1,GasA,0,288,0,Abnorml,Pave,Edwards,112000
1123,Hip,1Story,9,1947,2008,1,GasA,0,0,0,Normal,Pave,Edwards,118000
1124,Gable,SLvl,5,1992,1992,2,GasA,1,392,0,Normal,Pave,Gilbert,163900
1125,Gable,1Story,5,1955,1955,1,GasA,1,672,0,Normal,Pave,NAmes,115000
1126,Hip,1Story,5,2007,2007,2,GasA,1,660,0,Normal,Pave,Blmngtn,174000
1127,Hip,1Story,5,2004,2004,2,GasA,1,630,0,Family,Pave,Gilbert,259000
1128,Gable,2Story,5,2004,2005,2,GasA,1,434,0,Normal,Pave,Gilbert,215000
1129,Gable,SFoyer,5,1980,1980,1,GasA,0,672,0,Normal,Pave,OldTown,140000
1130,Gable,1.5Fin,3,1928,1950,2,GasA,2,576,0,Normal,Pave,SWISU,135000
1131,Gable,1Story,5,1991,1992,1,GasA,0,0,0,Abnorml,Pave,Mitchel,93500
1132,Gable,2Story,4,1880,1950,2,GasW,0,205,0,Normal,Pave,OldTown,117500
1133,Gable,2Story,5,1995,1995,2,GasA,1,466,0,Normal,Pave,SawyerW,239500
1134,Gable,2Story,5,1997,1997,2,GasA,1,460,0,Normal,Pave,Gilbert,169000
1135,Gable,1Story,5,1926,1950,1,GasA,1,180,0,Normal,Pave,BrkSide,102000
1136,Gable,1.5Fin,5,1950,1950,1,GasA,0,288,0,Abnorml,Pave,NAmes,119000
1137,Gable,1.5Fin,8,1875,1996,1,GasA,0,0,0,Normal,Pave,Sawyer,94000
1138,Gable,1Story,5,1977,1977,2,GasA,2,714,0,Normal,Pave,Mitchel,196000
1139,Gable,1Story,5,1920,1950,1,GasA,1,495,0,Normal,Pave,BrkSide,144000
1140,Gable,1Story,7,1951,1951,1,GasA,0,840,0,Abnorml,Pave,NAmes,139000
1141,Gable,2Story,7,1976,1976,2,GasA,1,484,0,Normal,Pave,NWAmes,197500
1142,Hip,2Story,5,2006,2007,3,GasA,1,1052,0,Partial,Pave,CollgCr,424870
1143,Gable,1Story,3,1959,1959,1,GasA,0,0,0,Normal,Pave,Sawyer,80000
1144,Gable,1.5Fin,4,1941,1950,1,Grav,0,280,0,Normal,Pave,Edwards,80000
1145,Gable,1.5Fin,6,1928,1950,1,GasA,1,225,0,Family,Pave,BrkSide,149000
1146,Gable,1Story,5,1985,1985,2,GasA,1,403,0,Normal,Pave,SawyerW,180000
1147,Gable,2Story,7,1941,1950,1,GasA,1,234,0,Normal,Pave,Crawfor,174500
1148,Gable,1.5Fin,7,1926,1950,1,GasA,1,288,0,Normal,Pave,OldTown,116900
1149,Hip,2Story,9,1920,1988,1,GasA,0,324,0,Normal,Pave,OldTown,143000
1150,Gable,1Story,5,1950,1950,1,GasA,1,306,0,Normal,Pave,NAmes,124000
1151,Gable,1Story,4,1959,1959,1,GasA,2,528,0,Normal,Pave,Edwards,149900
1152,Gable,1Story,7,1956,2004,1,GasA,1,470,0,Abnorml,Pave,Crawfor,230000
1153,Gable,1Story,8,1930,2007,1,GasA,0,432,0,Normal,Pave,IDOTRR,120500
1154,Gable,2Story,6,1965,1988,1,GasA,2,492,0,Normal,Pave,NAmes,201800
1155,Gable,1Story,8,1976,2004,2,GasA,1,528,0,Normal,Pave,Veenker,218000
1156,Gable,SLvl,8,1965,1999,2,GasA,1,502,0,Normal,Pave,NAmes,179900
1157,Gable,1Story,5,2007,2008,2,GasA,1,626,0,Normal,Pave,NridgHt,230000
1158,Gable,1Story,5,2007,2008,2,GasA,0,830,0,Partial,Pave,Somerst,235128
1159,Hip,2Story,6,1974,1974,2,GasA,1,540,0,Normal,Pave,NWAmes,185000
1160,Gable,2Story,5,1978,1978,2,GasA,1,440,0,Normal,Pave,NPkVill,146000
1161,Hip,1Story,7,1954,2006,1,GasA,1,924,0,Normal,Pave,Crawfor,224000
1162,Gable,1Story,5,1968,1968,1,GasA,1,450,0,Normal,Pave,Sawyer,129000
1163,Gable,SFoyer,4,1969,1969,0,GasA,0,400,0,Alloca,Pave,Sawyer,108959
1164,Gable,SLvl,7,1978,1978,1,GasA,1,588,0,Normal,Pave,Veenker,194000
1165,Gable,1Story,5,2009,2009,2,GasA,0,644,0,Partial,Pave,NridgHt,233170
1166,Gable,1Story,5,2008,2008,2,GasA,0,776,0,Normal,Pave,CollgCr,245350
1167,Gable,2Story,5,2000,2000,2,GasA,1,472,0,Normal,Pave,Gilbert,173000
1168,Hip,2Story,7,1935,1986,2,GasA,2,540,0,Normal,Pave,Edwards,235000
1169,Hip,2Story,5,1995,1996,3,GasA,1,807,0,Normal,Pave,NoRidge,625000
1170,Gable,SLvl,6,1977,1977,1,GasA,1,358,576,Normal,Pave,Mitchel,171000
